Time,yaw,delta_position_x_robot,delta_position_y_robot,delta_yaw
4.252,2.821488891891775,0.007470311384668356,-1.7819961337624604e-06,0.00048757852163694443
4.286,2.82139124676938,0.007477629543372212,1.531433714069795e-06,-9.764512239529567e-05
4.32,2.8205801385374594,0.007486172034550929,3.187942385418814e-06,-0.0008111082319204321
4.354,2.8197633667570767,0.00748762096679606,3.1917791585545606e-06,-0.0008167717803826413
4.388,2.8196292943443613,0.00736300659294956,-7.179189727524009e-07,-0.00013407241271545803
4.422,2.818885758095217,0.007044364953850876,4.384417200235368e-06,-0.0007435362491441388
4.456,2.8177406466836348,0.007093915616519498,4.716213408519684e-06,-0.0011451114115823557
4.49,2.8167407143743954,0.007009457091892684,3.2473530998497653e-06,-0.0009999323092393377
4.524,2.816604822250086,0.006983005293558118,2.361379724323369e-07,-0.0001358921243093114
4.558,2.817629681740146,0.007066474274070567,-4.327292411566465e-06,0.0010248594900597041
4.5920000000000005,2.818031707831518,0.007082580173525465,-5.009263211405192e-07,0.0004020260913719654
4.626,2.817972404653427,0.0070869894007884494,5.965000181803494e-07,-5.9303178090885915e-05
4.66,2.817999234432582,0.007080356601230979,3.6988681610759105e-07,2.6829779155246314e-05
4.694,2.8195836313503793,0.0071613936629218045,-7.980405100144715e-06,0.001584396917797104
4.728,2.8213477125562836,0.007383244059828412,-5.305727129104043e-06,0.0017640812059043218
4.7620000000000005,2.8221380104267833,0.007470919333600291,-3.223125091845417e-06,0.0007902978704996677
4.796,2.8230729390825515,0.007470146924553478,-3.934208670716699e-06,0.0009349286557682747
4.83,2.8240489446172083,0.007471074609189126,-3.963478897050978e-06,0.0009760055346568208
4.864,2.825018430235377,0.007472169802190893,-3.928486332379147e-06,0.000969485618168786
4.898,2.8266766592934567,0.007465701524159148,-7.1090213950792194e-06,0.0016582290580795522
4.932,2.8284503552012104,0.007461979804817348,-6.347431703860457e-06,0.0017736959077536696
4.966,2.8296973893965975,0.007425974477534437,-4.089416847285077e-06,0.0012470341953871866
5.0,2.830899208541277,0.007443579492069843,-5.095324265740227e-06,0.0012018191446796498
5.034,2.8323819239952104,0.007467868874719561,-5.866355887245659e-06,0.0014827154539331922
5.068,2.833871167761439,0.007467782064074356,-5.96566900493015e-06,0.0014892437662288318
5.102,2.837020871904777,0.007454576145954418,-1.3437744970715149e-05,0.0031497041433379276
5.136,2.840451082071398,0.007449959663320072,-1.3049439912957844e-05,0.003430210166620817
5.17,2.844070953759542,0.0074336696065802664,-1.406672046433714e-05,0.003619871688143927
5.204,2.8469867968667395,0.007451505054984556,-1.161245732265873e-05,0.0029158431071976128
5.238,2.8499090874145696,0.007451504131454735,-1.1675772977902659e-05,0.0029222905478301087
5.272,2.8528334288606967,0.007449944521432826,-1.171382001470371e-05,0.0029243414461270767
5.306,2.8549762912856482,0.00713556715979712,-6.9545733851531476e-06,0.002142862424951541
5.34,2.8565292897060486,0.007072931378625907,-5.933327250598648e-06,0.0015529984204003533
5.374,2.857960949553121,0.007076847578152738,-5.046704197615021e-06,0.0014316598470722752
5.408,2.855284233683311,0.007147594830636142,1.2278362249256098e-05,-0.002676715869809776
5.442,2.8518420067414327,0.007070555163953211,1.3711436782717001e-05,-0.0034422269418783458
5.476,2.848772146703611,0.007115589727482835,1.1596778947531913e-05,-0.003069860037821837
5.51,2.8462584889852103,0.007338234406647213,8.385765514977005e-06,-0.0025136577184006192
5.5440000000000005,2.8457548355003257,0.007481088393092577,1.7383890144541565e-06,-0.0005036534848845697
5.578,2.8456075526151388,0.007490217034447684,1.2842734308307624e-07,-0.0001472828851869501
5.612,2.84794466761668,0.007464631596966757,-9.205571933307115e-06,0.002337115001541434
5.646,2.850624896026295,0.007434255950732096,-1.0402257879321697e-05,0.0026802284096150153
5.68,2.852656556265381,0.007451903419749764,-6.960465290891185e-06,0.002031660239085742
5.714,2.853095468466003,0.007474009725609878,-1.775630069913211e-06,0.0004389122006220881
5.748,2.8535387722172754,0.007474669216098533,-1.8289227155798837e-06,0.00044330375127232813
5.782,2.854179621217501,0.007416496772987296,-3.0016958085386965e-06,0.0006408490002254298
5.816,2.8539492589038264,0.007018828327074782,2.8452477673413835e-06,-0.00023036231367434823
5.85,2.8538722070510048,0.007080316779475206,-6.099055835156672e-08,-7.70518528216968e-05
5.884,2.8530358005472354,0.007123058586960682,5.604105477804641e-06,-0.0008364065037693713
5.918,2.849821353267125,0.007195997367511564,1.2996632157149905e-05,-0.003214447280110555
5.952,2.8471157041390387,0.0072331079295850954,1.0050146686904106e-05,-0.0027056491280861295
5.986,2.846584232604436,0.007362230060118678,1.1881417849015849e-07,-0.0005314715346025344
6.02,2.847976918698126,0.00746818895081988,-5.644419032377768e-06,0.001392686093689921
6.054,2.8493897511417456,0.007468707179745354,-5.389590146180363e-06,0.0014128324436195607
6.088,2.8508747370687573,0.007472202737454117,-5.309468124769633e-06,0.0014849859270116283
6.122,2.852640346396108,0.007455995654237026,-6.9373794312544736e-06,0.0017656093273505924
6.156,2.8543205113302106,0.007464059649386707,-6.700638648772864e-06,0.0016801649341027236
6.19,2.8562348745989614,0.00746085892898057,-8.027083620553484e-06,0.0019143632687508294
6.224,2.858304941835055,0.007460001881802826,-8.311567164531915e-06,0.0020700672360933754
6.258,2.86037197551598,0.007461158345087696,-8.301046562869934e-06,0.0020670336809254226
6.292,2.862984745715481,0.007456340089286744,-1.124591916694265e-05,0.0026127701995006802
6.326,2.8659013773406454,0.0074532169889180155,-1.1479611951164875e-05,0.0029166316251645337
6.36,2.8685229320730685,0.007433703013674413,-9.380395090637095e-06,0.0026215547324230926
6.394,2.8704060561122193,0.007427661042789273,-7.096333744268388e-06,0.0018831240391508075
6.428,2.872462579396568,0.007461752307284155,-8.143037865195307e-06,0.002056523284348799
6.462,2.8745076289007034,0.0074624343473017095,-8.109939201737717e-06,0.0020450495041353105
6.496,2.8756939359343647,0.007223261029742136,-3.281268451212375e-06,0.0011863070336612935
6.53,2.8753652915516983,0.006879121004097431,-1.7288706409632898e-07,-0.00032864438266644314
6.564,2.877106733685074,0.007075303595820358,-6.851274346064955e-06,0.0017414421333756815
6.598,2.8799894752749458,0.007107070874436787,-1.1592294185783746e-05,0.002882741589871784
6.632,2.8838822729905975,0.007059691048063123,-1.5495732794131717e-05,0.003892797715651763
6.666,2.887888363602603,0.007050112892837558,-1.5239406058854734e-05,0.0040060906120054085
6.7,2.892041355628778,0.007241016584137962,-1.5269548109127793e-05,0.004152992026174918
6.734,2.894714566334294,0.007454825689682025,-1.0634977775669276e-05,0.002673210705516294
6.768,2.8973705878591876,0.007455841065644212,-1.0615603358322782e-05,0.002656021524893415
6.802,2.9008347829431194,0.0074461894398403835,-1.3874696533963627e-05,0.0034641950839318088
6.836,2.9040158327505887,0.007422109988366818,-1.1582778859788945e-05,0.00318104980746936
6.87,2.906908721426071,0.007402653226543712,-1.14807696105358e-05,0.002892888675482208
6.904,2.9092614908951053,0.007457004109583847,-9.2785973477619e-06,0.0023527694690343996
6.938,2.9115928811027034,0.007459377707632761,-9.24541385831281e-06,0.002331390207598094
6.972,2.9139507061657084,0.007460728582901957,-9.460180459848868e-06,0.00235782506300497
7.006,2.917073891132305,0.007454184799793432,-1.2497424650075506e-05,0.0031231849665966926
7.04,2.920207665220378,0.00745391540930603,-1.253651811261667e-05,0.003133774088072805
7.074,2.9232774456794335,0.007448629382735198,-1.1313542478616056e-05,0.0030697804590555933
7.108,2.92075365370152,0.007122677284229282,1.4569479591376461e-05,-0.002523791977913525
7.142,2.9185257788439647,0.0069206277409984964,5.921615235444499e-06,-0.002227874857555267
7.176,2.921176765744268,0.007007188500536992,-1.1566227135849155e-05,0.002650986900303298
7.21,2.924687914707308,0.007053741809103506,-1.3349915691248694e-05,0.003511148963040167
7.244,2.9281860488455096,0.007054290006510258,-1.3283499486516168e-05,0.003498134138201436
7.2780000000000005,2.9318548894623397,0.007043812486683191,-1.4508583335897263e-05,0.003668840616830149
7.312,2.936037189440561,0.006989075945060823,-1.4946075089423668e-05,0.00418229997822106
7.346,2.939898649399213,0.0069674232958315055,-1.4272947506154118e-05,0.003861459958652169
7.38,2.943897909499348,0.007040913843911833,-1.3529559196691094e-05,0.0039992601001350705
7.414,2.9435910212893175,0.007165194930807127,1.5326502169200722e-07,-0.0003068882100305537
7.448,2.9469838775428494,0.007335462110225834,-1.5596330636621697e-05,0.0033928562535319173
7.482,2.951855881739717,0.0074383242784555725,-1.951306632615689e-05,0.004872004196867508
7.516,2.9568314785057277,0.00743814981459626,-1.9807914323459117e-05,0.004975596766010781
7.55,2.9618204045288827,0.007437837006369116,-1.9884718676246513e-05,0.004988926023155037
7.584,2.967195276942888,0.0074452383747291165,-2.158512676636256e-05,0.0053748724140052495
7.618,2.973437907304794,0.0074361365635902225,-2.491433264671509e-05,0.006242630361906087
7.652,2.9798627586046793,0.007420564877757442,-2.5347718927030537e-05,0.006424851299885237
7.686,2.9856576532556045,0.007425680998567568,-2.159300669196955e-05,0.005794894650925197
7.72,2.990553384545612,0.0074338691552064936,-1.943770843247281e-05,0.004895731290007532
7.754,2.995314256952917,0.007426121796278195,-1.7972502830557137e-05,0.004760872407305161
7.788,2.9995182670934466,0.007334079033578027,-1.6619901449522285e-05,0.004204010140529402
7.822,3.001472940308048,0.0071216876239437905,-6.063031410584148e-06,0.0019546732146014096
7.856,3.002736990796441,0.0070736638496672315,-4.752923280698326e-06,0.0012640504883929538
7.89,3.003932537480911,0.00707495512344203,-4.429338295286987e-06,0.0011955466844701945
7.924,3.0050819880173925,0.007076627758150632,-4.354393961588212e-06,0.0011494505364813001
7.958,3.0062269943737645,0.007078005281033704,-4.352510084735086e-06,0.001145006356372047
7.992,3.008232450016176,0.007199147247527289,-9.720010777546236e-06,0.002005455642411391
8.026,3.013062703973102,0.007439180710049964,-1.9345446104855027e-05,0.004830253956926267
8.06,3.017922917094452,0.007439636377671244,-1.9411237492791486e-05,0.004860213121349765
8.094,3.0229282441869594,0.0074410178409361006,-1.998977888154074e-05,0.00500532709250745
8.128,3.0281698961434884,0.007426242659589946,-2.0880853460817457e-05,0.005241651956529036
8.162,3.033310252355616,0.007434550202516889,-2.0498327124601908e-05,0.005140356212127717
8.196,3.036335048416434,0.007449844410478279,-8.13597892610591e-06,0.0030247960608180686
8.23,3.0368964932809557,0.007436025308121609,-1.192655471011681e-06,0.0005614448645214764
8.264,3.037045560401052,0.007407876995977078,-4.263074852923132e-07,0.00014906712009610243
8.298,3.0375536959955345,0.007465324158591153,-2.048928984842548e-06,0.000508135594482706
8.332,3.0380586296280847,0.00747336991182076,-2.0059937703226704e-06,0.0005049336325502196
8.366,3.038559400997379,0.007474586441472508,-2.001512001882145e-06,0.0005007713692943838
8.4,3.039288652115731,0.007473893740925553,-3.028210730711932e-06,0.0007292511183520922
8.434,3.0400460584737483,0.007474989317709124,-3.0331446977818017e-06,0.000757406358017132
8.468,3.0408002761054864,0.0074763481809367776,-3.082713821295972e-06,0.0007542176317381076
8.502,3.042302182702166,0.007470639264821855,-6.323465262186119e-06,0.001501906596679703
8.536,3.0438730125275963,0.007470021078045002,-6.387933334736379e-06,0.0015708298254302198
8.57,3.0454016014224843,0.007474432829829413,-5.4060661033658456e-06,0.0015285888948879391
8.604,3.0446658127039474,0.00732007087191136,3.9001685766128875e-06,-0.000735788718536856
8.638,3.044829024822232,0.00713344483349284,-2.038380228927116e-06,0.00016321211828440596
8.672,3.0455960277613388,0.0070770725246130746,-3.1174251159608434e-06,0.0007670029391069199
8.706,3.0463633502942655,0.007034996209109254,-2.147393725982676e-06,0.000767322532926773
8.74,3.0467696417757355,0.007010912445740283,-1.4040608953289156e-06,0.00040629148146997807
8.774000000000001,3.047859643600861,0.0070700062900438945,-4.240890072777499e-06,0.0010900018251254195
8.808,3.046881075947518,0.007415771130080575,4.063172687228671e-06,-0.0009785676533429208
8.842,3.0481051875420087,0.007467959700298888,-4.961474713379875e-06,0.001224111594490651
8.876,3.049276085700165,0.007469584006983345,-4.5225565848185665e-06,0.0011708981581564084
8.91,3.050200553157433,0.007473198994779859,-3.6906775644679523e-06,0.00092446745726793
8.944,3.0511210523993704,0.0074746344199722115,-3.6972216815346626e-06,0.0009204992419373781
8.978,3.0520985673150443,0.007475279854839076,-4.213579053358738e-06,0.0009775149156738827
9.012,3.053271571661211,0.007474099219310799,-4.892473997410163e-06,0.0011730043461666284
9.046,3.054422795450152,0.007476759123539702,-3.984712561602233e-06,0.0011512237889412802
9.08,3.0556424064450307,0.007470760789299391,-4.804145581797448e-06,0.0012196109948785505
9.114,3.0568864441102566,0.007467124298041066,-4.856359817264006e-06,0.00124403766522585
9.148,3.058093502935914,0.007464731430433533,-4.493993365999537e-06,0.0012070588256576364
9.182,3.058785727620266,0.007434983819075367,-1.6312528984065199e-06,0.0006922246843519276
9.216,3.059277110404248,0.007433045817553491,-2.221699015264567e-06,0.0004913827839820861
9.25,3.060249338522146,0.007468587861149271,-3.853561015929518e-06,0.0009722281178978776
9.284,3.061017320299913,0.00740018768388627,-2.473025250855133e-06,0.0007679817777668241
9.318,3.060709084602108,0.007143117591994719,-2.732432356721253e-07,-0.000308235697804804
9.352,3.061486817005623,0.007079548220527435,-2.947057883036794e-06,0.0007777324035149746
9.386,3.0624659263134277,0.00707904096059503,-4.1214571275035444e-06,0.0009791093078046487
9.42,3.063675620023164,0.007078244186285053,-4.606207278540241e-06,0.001209693709736115
9.454,3.064882938501308,0.0070794314773390725,-4.640251384347349e-06,0.0012073184781442594
9.488,3.0663127664545637,0.00716235193939488,-6.308532905531343e-06,0.0014298279532556355
9.522,3.0670976629230973,0.007443079812185762,-2.6084723673590673e-06,0.0007848964685335248
9.556000000000001,3.068095318418631,0.007469042194355896,-3.6653804748884924e-06,0.0009976554955337669
9.59,3.070061438876876,0.0074624514168944115,-1.0074441821661395e-05,0.001966120458245068
9.624,3.0740545540513105,0.007438584444828973,-1.5456362886632374e-05,0.003993115174434347
9.658,3.0775796912954556,0.007411210017360114,-1.2979054305869249e-05,0.00352513724414516
9.692,3.0822465899219003,0.007340895479925045,-2.063033661178933e-05,0.004666898626444649
9.726,3.089342411478041,0.007380681353690495,-2.8809638646205068e-05,0.007095821556140525
9.76,3.0968308815049403,0.0074099239691227696,-2.9646161668867726e-05,0.007488470026899562
9.794,3.100434844824823,0.007375179452842506,-7.445436771827711e-06,0.0036039633198825527
9.828,3.103049106397248,0.007115290750243127,-1.714516328935224e-05,0.0026142615724249474
9.862,3.11014028418735,0.00702390569824932,-2.6718124466282398e-05,0.0070911777901021536
9.896,3.116947263767512,0.0072435095889528435,-2.5729425823841517e-05,0.006806979580161965
9.93,3.1235809384263122,0.0074241422642644835,-2.6327352943126447e-05,0.00663367465880027
9.964,3.130210106651843,0.007425487878030068,-2.6378571040831615e-05,0.006629168225530612
9.998,3.1360749431798802,0.007232868329069677,-2.1853467065183197e-05,0.005864836528037375
10.032,-3.141284598045695,0.007036900731871581,-2.2019908797613776e-05,0.005825765954011319
10.066,-3.1354700271703764,0.007035093855518555,-2.172225167082837e-05,0.005814570875318558
10.1,-3.130289954716356,0.00704283234512978,-1.5928793817651356e-05,0.005180072454020301
10.134,-3.1277989353776494,0.007155499106275272,-6.9825008601332025e-06,0.0024910193387066566
10.168,-3.125262300149993,0.00729405261793845,-1.0773314023310339e-05,0.0025366352276563475
10.202,-3.1213795860712645,0.00743222012500884,-1.5660476436694346e-05,0.003882714078728533
10.236,-3.1174307942143953,0.007441520750003324,-1.5707445374098526e-05,0.003948791856869248
10.27,-3.1134836878423657,0.007442784338812683,-1.5705204888532843e-05,0.003947106372029551
10.304,-3.1100660340064823,0.007448725443347348,-1.3674700153126318e-05,0.0034176538358834385
10.338,-3.1066458016203096,0.007450027163575168,-1.3636986620438481e-05,0.0034202323861727275
10.372,-3.1032647007622827,0.007451625570593801,-1.3383880031782585e-05,0.003381100858026897
10.406,-3.100687467811804,0.007460457205355521,-1.023980128807728e-05,0.0025772329504785137
10.44,-3.098110050056607,0.007461771062656755,-1.0313217329414902e-05,0.0025774177551971533
10.474,-3.095574673952299,0.007462205605106807,-1.0092663991829087e-05,0.0025353761043080954
10.508,-3.093562344042815,0.007465603690317519,-8.20315608192877e-06,0.002012329909483856
10.542,-3.0914137428633865,0.0074610514496192,-1.0500599467173205e-05,0.0021486011794285003
